"application_id","gender","age_group","ethnicity","postcode","annual_income","credit_score","employment_years","debt_to_income_ratio","loan_amount","loan_purpose","previous_defaults","education_level","marital_status","occupation_category","loan_approved"
949,"Female","36-50","Caucasian","Suburban",70187,586,7,0.2,36321,"Business",0,"High_School","Single","Service","YES"
950,"Female","26-35","Hispanic","Urban_Center",42940,847,17,0.56,66732,"Home",0,"Bachelor","Widowed","Unemployed","NO"
951,"Male","36-50","African_American","Urban_Center",83446,576,0,0.62,57594,"Home",0,"High_School","Divorced","Manual","YES"
952,"Female","51-65","Caucasian","Urban_Center",25000,764,24,0.31,9010,"Car",1,"Master","Single","Professional","YES"
953,"Non-binary","18-25","African_American","Rural",62380,710,28,0.35,17206,"Home",1,"Bachelor","Single","Service","NO"
954,"Female","36-50",NA,"Suburban",43932,832,28,0.38,57369,"Personal",0,"Bachelor","Married","Professional","NO"
955,"Female","36-50","Caucasian","Suburban",87543,661,21,0.57,90149,"Business",0,"High_School","Married","Professional","NO"
956,"Non-binary","18-25","African_American","Suburban",50443,651,3,0.51,56972,"Business",0,"Bachelor","Widowed","Manual","NO"
957,"Male","36-50","Caucasian","Urban_Center",83707,588,14,0.51,32839,"Personal",0,"Master","Single","Manual","YES"
958,"Female","18-25","Caucasian","Suburban",55634,530,36,0.57,93334,"Education",0,"Master","Married","Professional","YES"
959,"Female","26-35","Asian","Low_Income_Area",67596,620,33,0.53,37706,"Personal",1,"Bachelor","Divorced","Professional","NO"
960,"Female","36-50","Caucasian","Suburban",94247,591,32,0.3,94382,"Home",0,"High_School","Married","Service","YES"
961,"Male","65+","Asian","Suburban",51357,598,20,0.26,10193,"Car",0,"Master","Married","Professional","NO"
962,"Female","36-50","Hispanic","Urban_Center",101372,687,34,0.52,66911,"Education",0,"Bachelor","Married","Professional","NO"
963,"Male","51-65","Caucasian","Suburban",84723,605,29,0.42,53242,"Business",0,"PhD","Single","Professional","YES"
964,"Female","26-35","Caucasian","Urban_Center",90692,309,35,0.23,8785,"Home",0,"High_School","Married","Professional","NO"
965,"Male","51-65","Caucasian","Suburban",25000,629,13,0.33,31492,"Car",0,"Bachelor","Married","Professional","NO"
966,"Male","36-50","Caucasian","Suburban",61630,669,9,0.63,25927,"Business",1,"High_School","Divorced","Manual","NO"
967,"Male","18-25","Caucasian","Rural",35668,643,11,0.61,36246,"Education",0,"Bachelor","Married","Professional","NO"
968,"Female","36-50","Caucasian","Suburban",80186,670,30,0.67,26086,"Car",0,"High_School","Divorced","Service","NO"
969,"Male","36-50","Caucasian","Suburban",89456,605,35,0.78,44300,"Home",1,"High_School","Married","Service","NO"
970,"Female","36-50","Caucasian","Suburban",52649,745,16,0.3,65560,"Car",0,"Master","Married","Professional","YES"
971,"Male","18-25","Other","Urban_Center",54765,616,32,0.6,87676,"Business",0,"PhD","Married","Manual","NO"
972,"Female","26-35","Caucasian","Suburban",32568,604,40,0.67,22101,"Personal",3,"PhD","Married","Professional","NO"
973,"Male","36-50","Asian","Suburban",80819,742,33,0.18,28904,"Home",0,"PhD","Married","Unemployed","YES"
974,"Female","36-50","Hispanic","Suburban",94230,769,34,0.52,41022,"Personal",1,"Bachelor","Married","Service","YES"
975,"Female","26-35","Caucasian","Urban_Center",31001,608,26,0.18,29850,"Home",0,"High_School","Single","Unemployed","NO"
976,"Male","26-35","Hispanic","Urban_Center",28750,637,25,0.45,28744,"Home",0,"Bachelor","Married","Manual","YES"
977,"Male",NA,"Caucasian","Rural",87883,579,18,0.46,55506,"Home",0,"Bachelor","Divorced","Professional","NO"
978,"Female","36-50","Hispanic","Low_Income_Area",91971,663,3,0.11,16469,"Education",1,"High_School","Married","Service","NO"
979,"Female","18-25","Caucasian","Urban_Center",72431,824,8,0.69,64980,"Business",0,"Master","Single","Professional","YES"
980,"Female","36-50","Caucasian","Urban_Center",69845,738,6,0.61,48446,"Personal",0,"Bachelor","Married","Professional","NO"
981,"Female","18-25","Other","Suburban",52575,715,39,0.75,8207,"Home",0,"PhD","Married","Manual","NO"
982,"Male","36-50","Caucasian","Low_Income_Area",71781,697,10,0.29,9361,"Education",0,"Master","Married","Service","NO"
983,"Male","36-50","Caucasian","Suburban",55957,629,22,0.19,13128,"Education",0,"PhD","Married","Unemployed","YES"
984,"Male","36-50","African_American","Suburban",105865,483,39,0.44,25819,"Education",0,"High_School","Widowed","Professional","YES"
985,"Male","36-50","Caucasian","Rural",56013,725,15,0.48,54169,"Business",0,"High_School","Divorced","Professional","YES"
986,"Male","65+","Caucasian","Suburban",25000,664,21,0.74,89138,"Car",2,"Bachelor","Single","Service","YES"
987,"Female","65+","Hispanic","Low_Income_Area",74999,598,38,0.49,81849,"Personal",0,"Bachelor","Married","Manual","NO"
988,"Female","26-35","Caucasian","Rural",39857,781,40,0.32,56269,"Education",1,"Bachelor","Single","Professional","YES"
989,"Female","36-50","Caucasian","Suburban",81455,735,38,0.42,60365,"Personal",0,"Bachelor","Married","Professional","YES"
990,"Female","51-65","Caucasian","Suburban",34078,771,28,0.34,51231,"Home",0,"Master","Single","Manual","YES"
991,"Female","51-65","Hispanic","Urban_Center",59824,725,10,0.18,30644,"Home",0,"Bachelor","Married","Professional","YES"
992,"Female","26-35","Caucasian","Suburban",72808,574,34,0.6,55113,"Home",0,"Master","Divorced","Service","YES"
993,"Male",NA,"Asian","Urban_Center",61055,625,20,0.61,44620,"Business",0,"High_School","Married","Service","NO"
994,"Female","36-50","African_American","Rural",26061,459,19,0.28,23225,"Home",2,"High_School","Married","Service","NO"
995,"Male","18-25","Caucasian","Suburban",36447,630,15,0.12,84224,"Home",1,"Bachelor","Single","Unemployed","NO"
996,"Male","36-50","Caucasian","Suburban",47992,472,6,0.34,64593,"Car",0,"High_School","Married","Professional","NO"
997,"Male","18-25","Asian","Suburban",97489,661,33,0.63,78837,"Car",2,"Bachelor","Married","Manual","YES"
998,"Female","36-50","Caucasian","Suburban",62467,665,1,0.23,40410,"Car",2,"Bachelor","Married","Unemployed","YES"
999,"Male","26-35","African_American","Low_Income_Area",90512,588,15,0.14,16826,"Business",0,"Bachelor","Married","Professional","NO"
1000,"Female","51-65","Caucasian","Urban_Center",68590,648,40,0.32,61105,"Home",0,"Bachelor","Married","Manual","YES"
1001,"Female","36-50","Caucasian","Low_Income_Area",55117,488,24,0.36,84611,"Home",0,"Bachelor","Married","Service","NO"
1002,"Male","65+","Other","Urban_Center",87552,688,4,0.4,20781,"Car",1,"Bachelor","Single","Manual","YES"
1003,"Female","26-35","African_American","Suburban",42061,840,21,0.41,29099,"Car",1,"Bachelor","Single","Manual","NO"
1004,"Male","51-65","African_American","Rural",94620,710,27,0.67,46692,"Car",1,"High_School","Single","Unemployed","NO"
1005,"Male","36-50","Caucasian","Suburban",83324,823,20,0.28,73204,"Personal",0,"Bachelor","Single","Manual","YES"
1006,"Female","51-65","Caucasian","Rural",71703,635,25,0.21,86073,"Home",0,"High_School","Single","Service","NO"
1007,"Male","51-65","Caucasian","Suburban",76494,623,7,0.3,47293,"Education",0,"High_School","Single","Manual","YES"
1008,"Female","26-35","Caucasian","Suburban",69072,765,19,0.47,72366,"Home",0,"Bachelor","Married","Manual","NO"
1009,"Female","18-25","Hispanic","Urban_Center",56059,701,22,0.58,46156,"Home",1,"High_School","Single","Professional","NO"
1010,"Female","18-25","Caucasian","Urban_Center",58129,730,20,0.1,79177,"Car",0,"Bachelor","Single","Professional","YES"
1011,"Female","65+","Caucasian","Urban_Center",52923,636,27,0.73,73187,"Education",0,"Bachelor","Divorced","Professional","YES"
1012,"Female","51-65","Asian","Rural",89773,645,1,0.56,15040,"Home",0,"Master","Married","Unemployed","YES"
1013,"Female","51-65","Caucasian","Rural",76990,675,21,0.46,99382,"Home",0,"Bachelor","Married","Manual","YES"
1014,"Male","36-50","Other","Low_Income_Area",62825,654,1,0.49,68150,"Business",1,"High_School","Married","Manual","YES"
1015,"Female","36-50","Hispanic","Urban_Center",42223,729,14,0.29,51281,"Car",0,"Bachelor","Divorced","Manual","NO"
1016,"Male","36-50","Other","Suburban",71397,613,31,0.67,84483,"Car",1,"PhD","Single","Service","YES"
1017,"Male","18-25","Caucasian","Suburban",44869,558,29,0.28,24865,"Business",0,"High_School","Single","Manual","NO"
1018,"Male","26-35","Caucasian","Low_Income_Area",47968,798,3,0.34,25162,"Education",0,"Master","Married","Professional","YES"
1019,"Female","18-25","Asian","Low_Income_Area",105776,576,22,0.63,85787,"Home",0,"Bachelor","Married","Service","NO"
1020,"Female","36-50","African_American","Low_Income_Area",37080,679,12,0.34,33402,"Business",0,"Master","Married","Professional","NO"
1021,"Female","26-35","Other","Urban_Center",47340,464,32,0.32,41004,"Personal",0,"High_School","Widowed","Manual","YES"
1022,"Male",NA,"Other","Rural",53384,586,5,0.28,84187,"Education",0,"Master","Married","Manual","YES"
1023,"Male","36-50","African_American","Suburban",53085,850,6,0.14,50840,"Business",0,"Bachelor","Single","Manual","NO"
1024,"Female","26-35","Caucasian","Suburban",42489,659,37,0.4,48467,"Business",1,"PhD","Married","Service","NO"
1025,"Male","18-25","African_American","Suburban",61245,732,39,0.46,21604,"Car",1,"Bachelor","Divorced","Manual","NO"
1026,"Female","18-25","Caucasian","Low_Income_Area",44239,704,34,0.23,76909,"Home",0,"High_School","Single","Service","NO"
1027,"Male","18-25","Caucasian","Urban_Center",91849,508,6,0.67,68497,"Business",1,"Bachelor","Married","Manual","NO"
1028,"Female","65+","Hispanic","Urban_Center",67470,736,1,0.8,49629,"Home",0,"Bachelor","Divorced","Service","NO"
1029,"Female","26-35","African_American","Suburban",82163,548,12,0.57,12200,"Personal",0,"Master","Single","Professional","YES"
1030,"Male","65+","Hispanic","Urban_Center",36891,721,28,0.55,80937,"Car",0,"Bachelor","Married","Service","YES"
1031,"Female","51-65","Caucasian","Rural",64711,529,31,0.77,16223,"Home",0,"Master","Divorced","Manual","NO"
1032,"Male","26-35","African_American","Urban_Center",75912,647,12,0.79,83487,"Business",0,"High_School","Married","Manual","YES"
1033,"Female","26-35","African_American","Rural",66962,703,26,0.8,69576,"Education",0,"Bachelor","Single","Unemployed","NO"
1034,"Female","36-50","Caucasian","Urban_Center",65352,617,4,0.34,88417,"Business",0,"High_School","Married","Manual","YES"
1035,"Male","18-25","Caucasian","Rural",44314,636,3,0.61,91929,"Home",0,"Master","Single","Professional","NO"
1036,"Male","26-35","Asian","Rural",52426,707,5,0.43,90253,"Education",0,"Bachelor","Single","Manual","YES"
1037,"Female","26-35","Hispanic","Suburban",56902,722,11,0.4,82296,"Car",0,"High_School","Married","Professional","NO"
1038,"Male","36-50","Caucasian","Urban_Center",48953,802,21,0.14,57381,"Home",0,"Master","Married","Manual","YES"
1039,"Female","26-35","Hispanic","Urban_Center",80276,850,31,0.73,78636,"Personal",1,"Master","Single","Professional","NO"
1040,"Female","18-25","Asian","Rural",100192,639,20,0.44,94121,"Home",1,"Bachelor","Divorced","Manual","NO"
1041,"Male","26-35","Asian","Suburban",91304,783,39,0.64,10645,"Business",0,"Bachelor","Single","Service","YES"
1042,"Male","36-50","Caucasian","Suburban",73457,719,3,0.21,72426,"Business",1,"High_School","Married","Manual","YES"
1043,"Female","26-35","Other","Urban_Center",62634,657,38,0.79,69182,"Personal",0,"Bachelor","Married","Professional","NO"
1044,"Male","36-50","Asian","Suburban",76520,645,33,0.62,71034,"Home",0,"High_School","Single","Manual","NO"
1045,"Female","36-50","Caucasian","Suburban",49228,550,39,0.54,27338,"Education",0,"Master","Single","Professional","NO"
1046,"Female","51-65","Asian","Urban_Center",70298,749,26,0.27,83333,"Education",2,"Master","Married","Unemployed","YES"
1047,"Female","26-35","Hispanic","Low_Income_Area",68329,754,35,0.4,54925,"Business",1,"Master","Married","Professional","NO"
1048,"Female","51-65","Caucasian","Urban_Center",25000,600,18,0.23,27838,"Car",0,"Bachelor","Divorced","Manual","YES"
1049,"Male","26-35","Caucasian","Suburban",102933,530,27,0.66,91405,"Home",1,"Master","Married","Professional","NO"
1050,"Non-binary","18-25","Hispanic","Rural",38369,653,25,0.56,75979,"Home",0,"Master","Married","Manual","NO"
1051,"Male","51-65","Caucasian","Suburban",25000,762,16,0.51,10866,"Home",0,"High_School","Married","Unemployed","YES"
1052,"Male","36-50",NA,"Urban_Center",64993,824,11,0.35,72213,"Business",1,"Master","Divorced","Professional","YES"
1053,"Male","65+","Hispanic","Urban_Center",67148,594,30,0.56,82141,"Education",0,"Bachelor","Married","Professional","NO"
1054,"Male","36-50","Other","Suburban",64840,638,12,0.73,86976,"Education",0,"Bachelor","Single","Professional","YES"
1055,"Male","36-50","Caucasian","Suburban",67811,821,11,0.74,8243,"Home",0,"Master","Single","Professional","YES"
1056,"Female",NA,"Caucasian","Suburban",41301,610,3,0.66,40443,"Car",0,"PhD","Widowed","Service","YES"
1057,"Male","26-35","African_American","Suburban",76850,549,1,0.17,12974,"Car",0,"Master","Married","Manual","YES"
1058,"Female","51-65","Hispanic","Suburban",92614,685,39,0.12,10776,"Car",1,"High_School","Single","Professional","NO"
1059,"Female","51-65","Caucasian","Rural",48225,850,35,0.29,60917,"Home",0,"Master","Widowed","Service","YES"
1060,"Male","65+","Caucasian","Suburban",71117,575,39,0.19,22949,"Car",0,"PhD","Single","Service","YES"
1061,"Male","65+","Caucasian","Low_Income_Area",59582,603,12,0.27,95141,"Education",0,"Master","Married","Manual","YES"
1062,"Female","36-50","Hispanic","Urban_Center",63784,640,9,0.35,30886,"Personal",0,"Bachelor","Married","Professional","NO"
1063,"Female","51-65","Caucasian","Suburban",84514,656,31,0.23,32288,"Car",0,"High_School","Divorced","Service","YES"
1064,"Female","36-50","Caucasian","Urban_Center",70555,611,17,0.4,92010,"Education",0,"High_School","Widowed","Service","YES"
1065,"Female","26-35","Caucasian","Rural",103637,698,2,0.47,22414,"Business",0,"High_School","Single","Manual","NO"
1066,"Male","18-25","Hispanic","Suburban",58354,584,31,0.6,31091,"Business",0,"Bachelor","Married","Professional","YES"
1067,"Male","26-35","Caucasian","Suburban",94639,637,0,0.32,51729,"Home",0,"Bachelor","Single","Manual","YES"
1068,"Female","65+","Caucasian","Low_Income_Area",55887,718,7,0.27,81229,"Home",0,"Master","Widowed","Service","NO"
1069,"Non-binary",NA,"Caucasian","Low_Income_Area",60374,663,18,0.63,84864,"Car",0,"Bachelor","Married","Professional","YES"
1070,"Male","26-35","Caucasian","Suburban",58458,719,21,0.53,88222,"Car",0,"Bachelor","Single","Professional","YES"
1071,"Male",NA,"African_American","Urban_Center",70758,511,3,0.73,81303,"Home",0,"High_School","Divorced","Manual","NO"
1072,"Male","18-25","Caucasian","Urban_Center",74331,567,5,0.57,97088,"Car",0,"Bachelor","Divorced","Manual","NO"
1073,"Male","26-35","Caucasian","Suburban",67903,635,14,0.27,49085,"Education",2,"High_School","Married","Professional","NO"
1074,"Male","26-35","Hispanic","Rural",76987,493,9,0.18,19919,"Education",0,"Bachelor","Married","Professional","YES"
1075,"Male","51-65","Caucasian","Urban_Center",49361,669,25,0.56,85025,"Home",1,"Master","Married","Manual","YES"
1076,"Male","18-25","Caucasian","Urban_Center",60222,742,16,0.47,38010,"Car",0,"Bachelor","Married","Manual","NO"
1077,"Female","51-65","Hispanic","Suburban",78043,637,12,0.54,59344,"Business",0,"Master","Single","Professional","NO"
1078,"Female","51-65","Hispanic","Rural",85762,486,3,0.11,68520,"Education",0,"Master","Single","Service","NO"
1079,"Female","18-25","Hispanic","Urban_Center",71767,625,20,0.22,49589,"Personal",0,"High_School","Single","Service","YES"
1080,"Female","51-65","Caucasian","Suburban",79188,520,29,0.72,21295,"Home",0,"Master","Married","Service","NO"
1081,"Female","18-25","Caucasian","Urban_Center",81801,623,9,0.52,54142,"Car",1,"Bachelor","Married","Manual","NO"
1082,"Female","36-50","Caucasian","Suburban",77186,510,9,0.44,58410,"Car",0,"Bachelor","Single","Unemployed","YES"
1083,"Female","51-65","Hispanic","Rural",60526,446,5,0.25,87922,"Education",0,"PhD","Married","Professional","NO"
1084,"Female","36-50","Caucasian","Rural",61713,735,19,0.8,39277,"Business",0,"Master","Single","Professional","NO"
1085,"Male","26-35","Caucasian","Suburban",77440,676,16,0.2,25180,"Business",0,"PhD","Married","Manual","YES"
1086,"Female",NA,"Caucasian","Suburban",55892,534,1,0.29,20974,"Home",0,"High_School","Single","Manual","YES"
1087,"Female","65+","Caucasian","Suburban",62360,509,34,0.12,19634,"Education",0,"Master","Single","Manual","NO"
1088,"Female","26-35","Caucasian","Urban_Center",63164,527,20,0.14,71699,"Education",0,"Bachelor","Married","Service","NO"
1089,"Male","51-65","Caucasian","Urban_Center",33264,596,5,0.77,40927,"Personal",0,"Bachelor","Married","Manual","NO"
1090,"Female","36-50","Caucasian","Urban_Center",71684,770,38,0.76,69548,"Home",0,"High_School","Widowed","Professional","NO"
1091,"Male","65+","Caucasian","Rural",76400,688,32,0.41,48340,"Home",0,"PhD","Married","Professional","NO"
1092,"Female","51-65","Caucasian","Suburban",63778,554,9,0.42,68066,"Personal",0,"Master","Single","Service","NO"
1093,"Female","26-35","Asian","Low_Income_Area",100881,748,12,0.36,73108,"Home",0,"Bachelor","Widowed","Manual","NO"
1094,"Female","36-50","Caucasian","Urban_Center",61484,511,11,0.69,30908,"Personal",0,"Master","Widowed","Manual","YES"
1095,"Male","51-65","African_American","Low_Income_Area",76576,818,4,0.75,67183,"Education",1,"Bachelor","Married","Service","YES"
1096,"Male","51-65","Caucasian","Urban_Center",75652,625,31,0.65,43444,"Home",0,"High_School","Married","Professional","YES"
1097,"Non-binary","36-50","African_American","Rural",80694,793,29,0.79,96437,"Car",1,"High_School","Single","Professional","NO"
1098,"Male","36-50","Hispanic","Low_Income_Area",73354,548,25,0.54,81913,"Education",0,"Master","Married","Unemployed","YES"
1099,"Female","26-35","Caucasian","Suburban",61174,647,31,0.26,41748,"Car",0,"PhD","Married","Manual","YES"
1100,"Female","36-50","Caucasian","Suburban",76267,599,21,0.77,7871,"Car",0,"Bachelor","Married","Professional","YES"
1101,"Male","26-35","Caucasian","Rural",70070,684,35,0.18,97314,"Education",0,"PhD","Divorced","Service","YES"
1102,"Male","65+","Hispanic","Urban_Center",69870,553,39,0.66,24099,"Personal",0,"Bachelor","Married","Unemployed","NO"
1103,"Female","36-50","African_American","Rural",79392,528,29,0.43,92382,"Home",0,"Bachelor","Single","Professional","NO"
1104,"Male","51-65","Caucasian","Rural",80455,555,29,0.12,80406,"Education",0,"High_School","Married","Professional","NO"
1105,"Male","36-50","Hispanic","Suburban",64830,827,19,0.15,80880,"Home",0,"Bachelor","Married","Service","YES"
1106,"Male","26-35","Caucasian","Suburban",57219,674,5,0.41,96196,"Education",1,"Master","Single","Professional","NO"
1107,"Male","18-25","Caucasian","Suburban",91565,753,37,0.29,64030,"Business",1,"Bachelor","Divorced","Unemployed","YES"
1108,"Male","36-50","African_American","Suburban",66060,574,18,0.78,94561,"Personal",0,"Bachelor","Single","Service","NO"
1109,"Non-binary","18-25","Hispanic","Suburban",57475,639,13,0.42,60315,"Business",0,"Bachelor","Married","Manual","NO"
1110,"Male","36-50","Hispanic","Urban_Center",46075,641,25,0.62,94298,"Business",1,"Master","Single","Unemployed","NO"
1111,"Female","36-50","Caucasian","Urban_Center",70400,622,19,0.31,8030,"Car",2,"High_School","Married","Unemployed","NO"
1112,"Male","36-50","Caucasian","Suburban",72743,636,1,0.49,20337,"Car",1,"Bachelor","Married","Professional","YES"
1113,"Female","51-65","Other","Urban_Center",42239,680,15,0.77,11197,"Business",0,"High_School","Married","Unemployed","YES"
1114,"Female",NA,"Caucasian","Urban_Center",38033,571,3,0.69,83915,"Education",1,"PhD","Married","Service","NO"
1115,"Female","36-50","Caucasian","Suburban",68684,727,31,0.51,25386,"Business",1,"Bachelor","Divorced","Service","NO"
1116,"Female","65+","Caucasian","Urban_Center",48622,830,27,0.12,51830,"Education",0,"Bachelor","Single","Manual","YES"
1117,"Female","36-50","Hispanic","Suburban",91972,644,14,0.48,55671,"Education",0,"Master","Divorced","Professional","NO"
1118,"Male","65+","Hispanic","Suburban",42856,702,39,0.62,86832,"Education",0,"Bachelor","Married","Professional","NO"
1119,"Female","51-65","African_American","Urban_Center",34022,671,30,0.77,90125,"Home",3,"Master","Single","Service","NO"
1120,"Male","51-65","Caucasian","Suburban",63603,646,8,0.1,57193,"Car",0,"PhD","Married","Manual","YES"
1121,"Female","36-50","Caucasian","Suburban",74360,695,3,0.75,21092,"Business",0,"Master","Single","Professional","YES"
1122,"Female","26-35","Asian","Suburban",68138,644,27,0.63,23986,"Home",0,"Bachelor","Married","Service","NO"
1123,"Male","18-25","Asian","Suburban",62583,563,9,0.36,63958,"Personal",0,"Bachelor","Divorced","Manual","NO"
1124,"Female","65+","Caucasian","Suburban",72576,641,9,0.12,70960,"Car",0,"Master","Married","Unemployed","NO"
1125,"Female","26-35","Caucasian","Rural",49632,772,25,0.45,6434,"Education",0,"Bachelor","Single","Manual","YES"
1126,"Female","18-25","Caucasian","Suburban",69540,707,36,0.48,49977,"Business",2,"Bachelor","Single","Professional","NO"
1127,"Male","51-65","Hispanic","Suburban",48326,690,23,0.22,99327,"Car",0,"Bachelor","Single","Professional","YES"
1128,"Male","26-35","Asian","Urban_Center",48912,639,6,0.61,36512,"Car",0,"PhD","Single","Service","NO"
1129,"Female","26-35","Caucasian","Urban_Center",67134,705,10,0.27,45173,"Education",0,"Master","Single","Service","YES"
1130,"Male","65+","Hispanic","Suburban",73229,447,6,0.59,23006,"Education",0,"High_School","Divorced","Manual","NO"
1131,"Male",NA,"Hispanic","Rural",47618,643,37,0.15,7775,"Car",0,"High_School","Married","Professional","YES"
1132,"Male","51-65","Caucasian","Urban_Center",33980,500,14,0.68,80141,"Education",0,"Bachelor","Married","Professional","NO"
1133,"Male","18-25","Caucasian","Suburban",44473,609,32,0.62,85894,"Home",0,"PhD","Married","Service","NO"
1134,"Male","36-50","Caucasian","Rural",25000,510,27,0.43,78792,"Car",1,"PhD","Married","Manual","YES"
1135,"Male","51-65","Hispanic","Rural",67580,777,21,0.39,89644,"Home",0,"High_School","Single","Professional","NO"
1136,"Male","36-50","African_American","Low_Income_Area",76695,581,24,0.48,37625,"Business",0,"High_School","Married","Manual","NO"
1137,"Female","26-35","Caucasian","Rural",101039,601,25,0.6,79125,"Business",0,"Bachelor","Married","Service","YES"
1138,"Female","36-50","Other","Urban_Center",47105,774,38,0.38,89947,"Personal",0,"Master","Married","Professional","YES"
1139,"Male","26-35","African_American","Rural",55549,731,16,0.39,83409,"Car",0,"High_School","Divorced","Professional","YES"
1140,"Female","51-65","Caucasian","Suburban",62830,616,28,0.25,61182,"Business",0,"Bachelor","Married","Manual","YES"
1141,"Male","65+","African_American","Suburban",69752,448,36,0.15,44417,"Car",0,"Master","Single","Professional","YES"
1142,"Female","26-35","Caucasian","Rural",49033,734,22,0.25,87890,"Car",1,"Bachelor","Married","Service","NO"
1143,"Female","36-50","Hispanic","Suburban",83587,613,26,0.2,91152,"Education",0,"Bachelor","Divorced","Manual","YES"
1144,"Non-binary","26-35","Caucasian","Urban_Center",57406,579,28,0.18,60698,"Car",0,"Bachelor","Married","Service","YES"
1145,"Female","36-50","Caucasian","Urban_Center",84703,596,1,0.64,43713,"Business",1,"Bachelor","Divorced","Manual","NO"
1146,"Female","36-50","Caucasian","Rural",32416,538,18,0.73,32175,"Car",0,"PhD","Divorced","Service","NO"
1147,"Male","36-50","Caucasian","Rural",61755,508,21,0.26,7739,"Home",0,"Bachelor","Married","Manual","NO"
1148,"Male","65+","Caucasian","Low_Income_Area",71915,549,7,0.43,26028,"Home",0,"PhD","Married","Manual","NO"
1149,"Female","36-50","Caucasian","Low_Income_Area",55156,758,19,0.15,97270,"Car",0,"PhD","Married","Professional","YES"
1150,"Female","26-35","Caucasian","Suburban",55426,545,29,0.37,32438,"Business",0,"Bachelor","Divorced","Professional","YES"
1151,"Male","18-25","Hispanic","Low_Income_Area",52245,618,6,0.14,88917,"Home",1,"Bachelor","Married","Service","NO"
1152,"Male","18-25","Caucasian","Urban_Center",67068,702,21,0.42,77170,"Car",0,"Master","Married","Unemployed","YES"
1153,"Male","51-65","Caucasian","Suburban",90246,695,14,0.29,78021,"Education",1,"Master","Single","Professional","NO"
1154,"Male","36-50","Caucasian","Suburban",44514,455,34,0.1,9552,"Business",0,"Bachelor","Married","Professional","YES"
1155,"Male","51-65","Other","Suburban",63020,796,38,0.54,14675,"Personal",0,"Bachelor","Married","Service","YES"
1156,"Female","36-50","Caucasian","Suburban",55349,668,17,0.46,95190,"Home",0,"High_School","Married","Professional","NO"
1157,"Female","26-35","Hispanic","Rural",93264,750,40,0.36,83129,"Business",1,"High_School","Married","Manual","NO"
1158,"Male","36-50","Caucasian","Suburban",103555,556,4,0.54,28629,"Education",0,"Bachelor","Single","Professional","YES"
1159,"Male","26-35","Caucasian","Low_Income_Area",75015,605,34,0.31,47369,"Education",0,"Master","Widowed","Professional","YES"
1160,"Female","51-65","Caucasian","Suburban",66326,623,17,0.71,37940,"Business",0,"High_School","Single","Service","NO"
1161,"Female","36-50","Asian","Suburban",92325,715,13,0.43,88498,"Car",1,"Bachelor","Single","Manual","NO"
1162,"Female","26-35","Caucasian","Suburban",55768,528,14,0.4,54898,"Home",1,"Bachelor","Divorced","Service","YES"
1163,"Female","18-25",NA,"Suburban",63864,602,34,0.47,97646,"Home",0,"Master","Widowed","Service","NO"
1164,"Female","36-50","Caucasian","Rural",86005,713,38,0.17,80016,"Home",0,"PhD","Divorced","Professional","NO"
1165,"Female","36-50","African_American","Low_Income_Area",67114,759,30,0.68,34158,"Home",1,"Bachelor","Single","Service","NO"
1166,"Female","18-25","Caucasian","Suburban",55492,559,8,0.78,84192,"Business",0,"Bachelor","Married","Service","NO"
1167,"Male","51-65","African_American","Low_Income_Area",68700,791,38,0.47,71667,"Home",0,"Master","Single","Service","NO"
1168,"Female","26-35","African_American","Suburban",56047,637,5,0.74,31139,"Home",1,"Master","Married","Manual","NO"
1169,"Female","36-50","African_American","Urban_Center",102398,631,10,0.41,91834,"Education",1,"Bachelor","Married","Manual","NO"
1170,"Non-binary","36-50","Caucasian","Suburban",57336,717,37,0.37,29166,"Home",1,"Bachelor","Divorced","Service","YES"
1171,"Female","51-65","Caucasian","Suburban",83815,738,32,0.35,87200,"Home",0,"PhD","Divorced","Manual","NO"
1172,"Female","36-50","Caucasian","Urban_Center",65023,574,31,0.65,13322,"Home",0,"Bachelor","Married","Professional","YES"
1173,"Male","36-50","Caucasian","Suburban",91607,736,40,0.21,54423,"Education",0,"High_School","Single","Unemployed","YES"
1174,"Male","18-25","Caucasian","Suburban",83614,555,31,0.31,5222,"Home",0,"Master","Married","Professional","NO"
1175,"Female","26-35","Caucasian","Rural",52025,734,1,0.41,32042,"Education",0,"Master","Divorced","Manual","YES"
1176,"Male","36-50","Caucasian","Rural",70641,597,34,0.17,53249,"Education",0,"Bachelor","Married","Professional","YES"
1177,"Male","65+","Caucasian","Low_Income_Area",62084,571,32,0.16,74864,"Home",0,"High_School","Single","Professional","YES"
1178,"Female","36-50","Caucasian","Suburban",75056,756,14,0.43,17063,"Business",0,"High_School","Divorced","Service","YES"
1179,"Female","51-65","Hispanic","Urban_Center",64073,697,36,0.75,76476,"Education",0,"High_School","Divorced","Manual","YES"
1180,"Male","18-25","Caucasian","Suburban",74407,528,6,0.28,24501,"Business",0,"Bachelor","Single","Manual","YES"
1181,"Female","36-50","Caucasian","Suburban",62660,737,28,0.51,24355,"Education",0,"Master","Single","Professional","NO"
1182,"Female","18-25","African_American","Suburban",84113,623,20,0.14,9619,"Personal",2,"High_School","Married","Service","NO"
1183,"Male",NA,"Caucasian","Urban_Center",71263,707,29,0.12,10529,"Home",1,"Bachelor","Married","Professional","YES"
